id,difficulty,question,expected_answer,rag_answer,expected_sources,retrieved_sources,retrieval_hit,source_recall,source_precision,all_expected_sources_retrieved,matched_sources,answer_correctness,groundedness,citation_correctness,overall_score,judge_explanation,latency_s,cost_usd,tokens_in,tokens_out
M01,medium,"Based on the distance examples in the Chennai guide, approximately how much farther is Mahabalipuram from Chennai than central Chennai is from Chennai Airport?",Mahabalipuram is approximately 35 to 45 km farther from Chennai than central Chennai is from Chennai Airport.,"The distance from Chennai to Mahabalipuram is about 55-60 km, and the distance from Chennai Airport to central Chennai is roughly 15-20 km. 

To find the difference, we can take the maximum distances:
- Mahabalipuram: 60 km
- Central Chennai from Airport: 20 km

So, 60 km - 20 km = 40 km.

Therefore, Mahabalipuram is approximately 40 km farther from Chennai than central Chennai is from Chennai Airport.",chennai_travel_guide.txt,"/voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/chennai_travel_guide.txt#4, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/mumbai_travel_guide.txt#4, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/chennai_travel_guide.txt#5, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/bangalore_travel_guide.txt#4, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/chennai_travel_guide.txt#6",False,0.0,0.0,False,,4,4,5,4,"The RAG answer is mostly correct, as it provides a reasonable calculation of the distance difference, but it does not explicitly mention the range of 35 to 45 km as stated in the golden answer. The answer is grounded in the retrieved sources, which provide the necessary distance information, and all relevant source documents were retrieved.",2.058175802230835,0.00015765,639,103
M02,medium,"Based on the Mumbai guide, which trip is likely to require more travel time: Gateway of India to Marine Drive or travelling from South Mumbai to Juhu?",Travelling from South Mumbai to Juhu is likely to require more travel time because it is a longer journey and Mumbai traffic can be substantial.,"Traveling from South Mumbai to Juhu can take substantial time because of traffic, while the distance from Gateway of India to Marine Drive is about 4-5 km by road. Therefore, the trip from South Mumbai to Juhu is likely to require more travel time. [source id: 4]",mumbai_travel_guide.txt,"/voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/mumbai_travel_guide.txt#4, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/mumbai_travel_guide.txt#1, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/mumbai_travel_guide.txt#5, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/mumbai_travel_guide.txt#0, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/mumbai_travel_guide.txt#2",False,0.0,0.0,False,,5,5,5,5,"The RAG answer correctly identifies that traveling from South Mumbai to Juhu is likely to require more travel time due to traffic, which aligns with the golden answer. It also provides a distance for the Gateway of India to Marine Drive trip, supporting its claims. All relevant source documents were retrieved.",1.7026033401489258,0.00013755,673,61
M03,medium,"What is the combined approximate budget range for a 3-day budget trip to Hyderabad, excluding major shopping?","The approximate budget range is INR 6,000 to INR 13,500 for 3 days.","The combined approximate budget range for a 3-day budget trip to Hyderabad is INR 6,000 to 13,500 (INR 2,000-4,500/day for 3 days totals INR 6,000-13,500) [4].",hyderabad_travel_guide.txt,"/voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/hyderabad_travel_guide.txt#4, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/hyderabad_travel_guide.txt#3, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/hyderabad_travel_guide.txt#2, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/hyderabad_travel_guide.txt#5, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/bangalore_travel_guide.txt#5",False,0.0,0.0,False,,5,5,5,5,"The RAG answer correctly states the budget range for a 3-day trip to Hyderabad, matching the golden answer. It is well-supported by the retrieved source documents, which provide the necessary information. All relevant sources were retrieved, ensuring a comprehensive basis for the answer.",1.7354793548583984,0.00013815,701,55
M04,medium,"According to the Singapore guide, approximately how far is Changi Airport from Marina Bay, and what is the approximate distance between Marina Bay and Gardens by the Bay?","Changi Airport is approximately 20 km from Marina Bay by road, while Marina Bay and Gardens by the Bay are approximately 1-2 km apart.",Changi Airport is roughly 20 km from Marina Bay. The distance between Marina Bay and Gardens by the Bay is about 1-2 km depending on the exact points [4].,singapore_travel_guide.txt,"/voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/singapore_travel_guide.txt#4, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/singapore_travel_guide.txt#5, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/mumbai_travel_guide.txt#4, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/chennai_travel_guide.txt#4, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/singapore_travel_guide.txt#0",False,0.0,0.0,False,,5,5,5,5,"The RAG answer accurately reflects the distances mentioned in the golden answer and is well-supported by the retrieved source documents. All relevant sources were retrieved, confirming the information provided.",1.4359288215637207,0.0001236,676,37
M05,medium,Which Delhi attractions in the guide can be used to create a heritage-focused day that combines Mughal and older historic architecture?,"A suitable answer should include attractions such as the Red Fort, Humayun's Tomb, Qutub Minar and Jama Masjid.","For a heritage-focused day in Delhi that combines Mughal and older historic architecture, you can visit the following attractions mentioned in the guide:

1. Red Fort
2. Qutub Minar
3. Humayun's Tomb
4. Jama Masjid

These sites reflect the Mughal heritage and older historic architecture of Delhi. [source id: 1, 5]",delhi_travel_guide.txt,"/voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/delhi_travel_guide.txt#0, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/delhi_travel_guide.txt#2, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/delhi_travel_guide.txt#5, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/delhi_travel_guide.txt#1, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/delhi_travel_guide.txt#4",False,0.0,0.0,False,,5,5,5,5,"The RAG answer correctly lists all the attractions mentioned in the golden answer, is fully supported by the retrieved sources, and all relevant source documents were retrieved.",1.819756269454956,0.00014805,679,77
H01,hard,Which cities in the dataset are best visited between November and February?,"Chennai, Hyderabad and Goa explicitly list November to February as their best visiting period.",The cities in the dataset that are best visited between November and February are Chennai and Dubai. [1][4],"chennai_travel_guide.txt, hyderabad_travel_guide.txt, goa_travel_guide.txt","/voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/bangalore_travel_guide.txt#1, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/chennai_travel_guide.txt#1, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/kochi_travel_guide.txt#1, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/dubai_travel_guide.txt#1, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/mumbai_travel_guide.txt#1",False,0.0,0.0,False,,2,2,2,2,"The RAG answer incorrectly includes Dubai, which is not mentioned in the golden answer. It also omits Goa and Hyderabad, which are part of the expected answer. The retrieved sources do not support the inclusion of Dubai, leading to a lack of groundedness. Additionally, the relevant source documents for Hyderabad and Goa were not retrieved.",1.413811206817627,0.00011219999999999999,656,23
H02,hard,"Which city has the shorter approximate airport-to-central-destination road distance: Singapore or Dubai, and by approximately how many kilometres?","Dubai has the shorter distance. Dubai International Airport is approximately 15 km from Downtown Dubai compared with approximately 20 km from Changi Airport to Marina Bay, so Dubai is shorter by approximately 5 km.","Dubai has a shorter approximate airport-to-central-destination road distance of roughly 15 km from Dubai International Airport to Downtown Dubai, compared to Singapore's Changi Airport, which is roughly 20 km from Changi Airport to Marina Bay. Therefore, Dubai's distance is shorter by approximately 5 km. [4]","dubai_travel_guide.txt, singapore_travel_guide.txt","/voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/dubai_travel_guide.txt#4, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/singapore_travel_guide.txt#4, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/dubai_travel_guide.txt#5, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/mumbai_travel_guide.txt#4, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/delhi_travel_guide.txt#3",False,0.0,0.0,False,,5,5,4,5,"The RAG answer is fully correct, providing the same information as the golden answer regarding the distances from the airports to their respective central destinations. It is well-supported by the retrieved sources, but one expected source document was not retrieved.",1.575807809829712,0.0001416,692,63
H03,hard,"Which destination has the lower estimated minimum daily budget, Chennai or London, and approximately how much lower is it when using the minimum values listed in each guide?","Chennai has the lower estimated minimum daily budget. Chennai starts at INR 2,000 per day, while London starts at GBP 120 per day. The amounts are in different currencies and should not be directly subtracted without an exchange rate.","Chennai has the lower estimated minimum daily budget at INR 2,000-4,000/day, while London has a budget of GBP 120-220/day. To compare the minimum values, we need to convert the currencies. 

Assuming an approximate exchange rate of 1 GBP = 100 INR (for simplicity), the minimum budget for London would be around INR 12,000 (GBP 120). 

Therefore, the difference in the minimum daily budget is:
INR 12,000 (London) - INR 2,000 (Chennai) = INR 10,000.

Chennai's budget is approximately INR 10,000 lower than London's minimum daily budget.","chennai_travel_guide.txt, london_travel_guide.txt","/voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/chennai_travel_guide.txt#5, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/london_travel_guide.txt#5, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/chennai_travel_guide.txt#3, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/kochi_travel_guide.txt#5, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/delhi_travel_guide.txt#5",False,0.0,0.0,False,,4,4,4,4,"The RAG answer correctly identifies that Chennai has a lower estimated minimum daily budget and provides a comparison using an exchange rate. However, it does not explicitly mention that direct subtraction of different currencies should not be done without an exchange rate, which is a critical point from the golden answer. The answer is mostly grounded in the retrieved sources, but the exchange rate assumption is an unsupported inference. Most of the expected source documents were retrieved, but there was one irrelevant document included.",2.066967010498047,0.00018989999999999998,706,140
H04,hard,"Which two destinations in the dataset have strong colonial or British historical connections, and what are those connections?","Chennai developed around the British East India Company's settlement established in 1639, while modern Singapore developed as a British trading port in 1819.","The two destinations in the dataset with strong colonial or British historical connections are London and Delhi.

1. **London**: It has a historical connection to the Roman period as Londinium and has been a significant center of British history and culture. The presence of major museums, some of which have free admission, reflects its rich historical heritage and colonial past [6].

2. **Delhi**: It is noted for its colonial heritage, alongside Mughal and Sultanate influences. As India's national capital, it has been associated with several historic cities and empires, making it a major heritage destination in South Asia [0].","chennai_travel_guide.txt, singapore_travel_guide.txt","/voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/london_travel_guide.txt#6, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/london_travel_guide.txt#3, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/delhi_travel_guide.txt#0, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/delhi_travel_guide.txt#2, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/london_travel_guide.txt#5",False,0.0,0.0,False,,1,1,1,1,"The RAG answer incorrectly identifies London and Delhi instead of Chennai and Singapore, which are the correct destinations with strong colonial connections. The information provided about London and Delhi does not align with the expected answer and is not supported by the relevant source documents.",2.103463888168335,0.00016455,605,123
H05,hard,"If a traveller wants to visit a city founded in 1591, see a landmark built in the same year, and travel during the recommended cooler sightseeing season, which destination should they choose?","Hyderabad. The city was founded in 1591, Charminar was built in 1591, and the recommended visiting period is October to February.","The traveller should choose Delhi, India. Delhi was founded in 1591, and during the recommended cooler sightseeing season from October to March, they can visit landmarks such as the Qutub Minar, which is a major UNESCO-recognized heritage site. [source id: 0]",hyderabad_travel_guide.txt,"/voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/delhi_travel_guide.txt#0, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/chennai_travel_guide.txt#1, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/kochi_travel_guide.txt#1, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/london_travel_guide.txt#0, /voc/work/Demo Files/AI-RAG_W6_TrackAB_Bundle/ShortFormatFiles/delhi_travel_guide.txt#1",False,0.0,0.0,False,,1,1,1,1,"The RAG answer incorrectly identifies Delhi as the city founded in 1591, while the correct city is Hyderabad. Additionally, the landmarks mentioned and the sightseeing season do not align with the expected answer, making the response irrelevant and unsupported by the retrieved documents.",2.1057288646698,0.00013575,673,58
